,level_0,index,rating,caption,middle,reviews
734,734,734,5.0,,,nan
735,735,735,1.0,"(Translated by Google) Worse, if a COD delivery rider calls, if it's not COD it doesn't call all the wrong results of sending my package or where now has someone received it on my own name but I didn't receive the package. Kan konyolll. …"," Worse, if a COD delivery rider calls, if it's not COD it doesn't call all the wrong results of sending my package or where now has someone received it on my own name but I didn't receive the package. Kan konyolll. …"," Worse, if a COD delivery rider calls, if it's not COD it doesn't call all the wrong results of sending my package or where now has someone received it on my own name but I didn't receive the package. Kan konyolll. …"
736,736,736,1.0,"(Translated by Google) The status of the goods has been sent and received by me, even though I was at home and did not receive the goods at all. Complaints here and there are not given a satisfactory solution, instead they are told to …"," The status of the goods has been sent and received by me, even though I was at home and did not receive the goods at all. Complaints here and there are not given a satisfactory solution, instead they are told to …"," The status of the goods has been sent and received by me, even though I was at home and did not receive the goods at all. Complaints here and there are not given a satisfactory solution, instead they are told to …"
737,737,737,5.0,(Translated by Google) Good  (Original) Bagus, Good  (Original, Good  
738,738,738,1.0,,,nan
739,739,739,5.0,,,nan
740,740,740,1.0,"(Translated by Google) WOW FAKE tracking status. the status was sent by courier, I was 24 hours home, instead the window opened …"," WOW FAKE tracking status. the status was sent by courier, I was 24 hours home, instead the window opened …"," WOW FAKE tracking status. the status was sent by courier, I was 24 hours home, instead the window opened …"
741,741,741,1.0,"(Translated by Google) Worse, no trust!  (Original) Parah ga amanah!"," Worse, no trust!  (Original"," Worse, no trust!  "
742,742,742,1.0,"(Translated by Google) It has been 2 days in the check that the position is being taken to Cimahi Indeed, Bandung Cimahi is how many thousand kilos it is …"," It has been 2 days in the check that the position is being taken to Cimahi Indeed, Bandung Cimahi is how many thousand kilos it is …"," It has been 2 days in the check that the position is being taken to Cimahi Indeed, Bandung Cimahi is how many thousand kilos it is …"
743,743,743,1.0,"(Translated by Google) It took a long time, I was really disappointed that the package had been tracked all day. The package was still at that hub, and it wasn't sent. Duhh this gimna …"," It took a long time, I was really disappointed that the package had been tracked all day. The package was still at that hub, and it wasn't sent. Duhh this gimna …"," It took a long time, I was really disappointed that the package had been tracked all day. The package was still at that hub, and it wasn't sent. Duhh this gimna …"
744,744,744,1.0,,,nan
745,745,745,1.0,"(Translated by Google) no more ""using Shopee Express, where does the express come from in Bandung, I haven't arrived for 4 days, where do I want to go to the show again. sorry to choose this courier …"," no more ""using Shopee Express, where does the express come from in Bandung, I haven't arrived for 4 days, where do I want to go to the show again. sorry to choose this courier …"," no more ""using Shopee Express, where does the express come from in Bandung, I haven't arrived for 4 days, where do I want to go to the show again. sorry to choose this courier …"
746,746,746,1.0,(Translated by Google) My package didn't arrive  (Original) Paket saya gak nyampe2, My package didn't arrive  (Original, My package didn't arrive  
747,747,747,5.0,(Translated by Google) steady  (Original) mantap, steady  (Original, steady  
748,748,748,1.0,"(Translated by Google) The package stuck here a week, asking to be sent as soon as possible, there were even many reasons. No brain. Buy brains there and go to the Nasi Padang stall !! …"," The package stuck here a week, asking to be sent as soon as possible, there were even many reasons. No brain. Buy brains there and go to the Nasi Padang stall !! …"," The package stuck here a week, asking to be sent as soon as possible, there were even many reasons. No brain. Buy brains there and go to the Nasi Padang stall !! …"
749,749,749,1.0,,,nan
750,750,750,1.0,"(Translated by Google) Where's my package ?? It's not been 3 days until 2, with many reasons .. !! First, the recipient cannot be contacted, the person clearly continues to have an active number, no phone comes in, he says it can't be …"," Where's my package ?? It's not been 3 days until 2, with many reasons .. !! First, the recipient cannot be contacted, the person clearly continues to have an active number, no phone comes in, he says it can't be …"," Where's my package ?? It's not been 3 days until 2, with many reasons .. !! First, the recipient cannot be contacted, the person clearly continues to have an active number, no phone comes in, he says it can't be …"
751,751,751,1.0,"(Translated by Google) What do you do with the progress, if the courier's welfare is bad, the foundation that covers the courier is not professional. Now, thank God, I've got a decent job. …"," What do you do with the progress, if the courier's welfare is bad, the foundation that covers the courier is not professional. Now, thank God, I've got a decent job. …"," What do you do with the progress, if the courier's welfare is bad, the foundation that covers the courier is not professional. Now, thank God, I've got a decent job. …"
752,752,752,1.0,"(Translated by Google) This is the first time using this courier, and until now the goods haven't arrived at all 4 days the status was sent to the courier, I don't know where did the courier …"," This is the first time using this courier, and until now the goods haven't arrived at all 4 days the status was sent to the courier, I don't know where did the courier …"," This is the first time using this courier, and until now the goods haven't arrived at all 4 days the status was sent to the courier, I don't know where did the courier …"
753,753,753,5.0,"(Translated by Google) Honestly, I was worried about using Shopee Express Standard because I haven't. Plus I read the review so I regret it. But it turns out ... out of my 4 packages the same day 2J & T vs 2ShopeeExpS the score is 2-0 for …"," Honestly, I was worried about using Shopee Express Standard because I haven't. Plus I read the review so I regret it. But it turns out ... out of my 4 packages the same day 2J & T vs 2ShopeeExpS the score is 2-0 for …"," Honestly, I was worried about using Shopee Express Standard because I haven't. Plus I read the review so I regret it. But it turns out ... out of my 4 packages the same day 2J & T vs 2ShopeeExpS the score is 2-0 for …"
754,754,754,1.0,"(Translated by Google) reputation risk, one risk that is difficult to fix,  (Original) …"," reputation risk, one risk that is difficult to fix,  (Original"," reputation risk, one risk that is difficult to fix,  "
755,755,755,1.0,"(Translated by Google) All give negative reviews about this expedition, yes the name is also monopoly. For items managed by Shoppe, they must come through here, if it's a long time, just be patient. …"," All give negative reviews about this expedition, yes the name is also monopoly. For items managed by Shoppe, they must come through here, if it's a long time, just be patient. …"," All give negative reviews about this expedition, yes the name is also monopoly. For items managed by Shoppe, they must come through here, if it's a long time, just be patient. …"
756,756,756,1.0,(Translated by Google) WORST!  (Original) TERBURUK!, WORST!  (Original, WORST!  
757,757,757,1.0,"(Translated by Google) Ugly beud. Long. Ga professional. Can you judge yourself from other reviews. If possible, give 0 stars. I'll do it. …"," Ugly beud. Long. Ga professional. Can you judge yourself from other reviews. If possible, give 0 stars. I'll do it. …"," Ugly beud. Long. Ga professional. Can you judge yourself from other reviews. If possible, give 0 stars. I'll do it. …"
758,758,758,1.0,"(Translated by Google) It took a long time, even though the shop was the same in Bandung, until 4 days had not arrived …"," It took a long time, even though the shop was the same in Bandung, until 4 days had not arrived …"," It took a long time, even though the shop was the same in Bandung, until 4 days had not arrived …"
759,759,759,1.0,"(Translated by Google) Kapok using Shopee Express. This is the first time using this delivery service and is very disappointed. I received no package at all, and there was not even a courier to deliver it to the address, but in the tracking …"," Kapok using Shopee Express. This is the first time using this delivery service and is very disappointed. I received no package at all, and there was not even a courier to deliver it to the address, but in the tracking …"," Kapok using Shopee Express. This is the first time using this delivery service and is very disappointed. I received no package at all, and there was not even a courier to deliver it to the address, but in the tracking …"
760,760,760,5.0,"(Translated by Google) I was shocked to read the reviews, but not what they said. …"," I was shocked to read the reviews, but not what they said. …"," I was shocked to read the reviews, but not what they said. …"
761,761,761,1.0,(Translated by Google) Made a fictitious package status ... on the grounds that the buyer rescheduled ... even though the courier didn't show up …, Made a fictitious package status ... on the grounds that the buyer rescheduled ... even though the courier didn't show up …, Made a fictitious package status ... on the grounds that the buyer rescheduled ... even though the courier didn't show up …
762,762,762,1.0,"(Translated by Google) Clear tracking status delivered by courier, canceled the next day, delivered again, jkt-bd, almost a week, I haven't got it (even though the package is already in Bandung) …"," Clear tracking status delivered by courier, canceled the next day, delivered again, jkt-bd, almost a week, I haven't got it (even though the package is already in Bandung"," Clear tracking status delivered by courier, canceled the next day, delivered again, jkt-bd, almost a week, I haven't got it "
763,763,763,1.0,"(Translated by Google) My package has not arrived, but it has been claimed that the person concerned has received it, how is it worth it? …"," My package has not arrived, but it has been claimed that the person concerned has received it, how is it worth it? …"," My package has not arrived, but it has been claimed that the person concerned has received it, how is it worth it? …"
764,764,764,1.0,"(Translated by Google) Just dissolve the expedition !!! If you guys order goods using this expedition, if you can COD, don't use shopee pay, so you don't lose, I just came to the office to pick up my stuff, instead …"," Just dissolve the expedition !!! If you guys order goods using this expedition, if you can COD, don't use shopee pay, so you don't lose, I just came to the office to pick up my stuff, instead …"," Just dissolve the expedition !!! If you guys order goods using this expedition, if you can COD, don't use shopee pay, so you don't lose, I just came to the office to pick up my stuff, instead …"
765,765,765,5.0,,,nan
766,766,766,1.0,"(Translated by Google) I used the old shopee express, he said he was being sent by a courier, but suddenly the delivery failed because the buyer changed the schedule, can I change the schedule? …"," I used the old shopee express, he said he was being sent by a courier, but suddenly the delivery failed because the buyer changed the schedule, can I change the schedule? …"," I used the old shopee express, he said he was being sent by a courier, but suddenly the delivery failed because the buyer changed the schedule, can I change the schedule? …"
767,767,767,3.0,(Translated by Google) Lamaaaa  (Original) Lamaaaa, Lamaaaa  (Original, Lamaaaa  
768,768,768,1.0,(Translated by Google) Stuck in Bandung hub even though I have been waiting for hours and the distance is not up to 4km from my house …, Stuck in Bandung hub even though I have been waiting for hours and the distance is not up to 4km from my house …, Stuck in Bandung hub even though I have been waiting for hours and the distance is not up to 4km from my house …
769,769,769,1.0,"(Translated by Google) Yesterday he said the package was being sent by the courier and then it was canceled I understand maybe because of the rain. Then this morning I checked it had not been delivered again, it was delivered at 10 am. But …"," Yesterday he said the package was being sent by the courier and then it was canceled I understand maybe because of the rain. Then this morning I checked it had not been delivered again, it was delivered at 10 am. But …"," Yesterday he said the package was being sent by the courier and then it was canceled I understand maybe because of the rain. Then this morning I checked it had not been delivered again, it was delivered at 10 am. But …"
770,770,770,5.0,,,nan
771,771,771,1.0,"(Translated by Google) Trial delivery on day 3 ... the first and second day at the courier but he said it failed, I don't know the reason, the courier also doesn't have a phone ... this doesn't know whether it arrived or not ... nyesellll …"," Trial delivery on day 3 ... the first and second day at the courier but he said it failed, I don't know the reason, the courier also doesn't have a phone ... this doesn't know whether it arrived or not ... nyesellll …"," Trial delivery on day 3 ... the first and second day at the courier but he said it failed, I don't know the reason, the courier also doesn't have a phone ... this doesn't know whether it arrived or not ... nyesellll …"
772,772,772,1.0,(Translated by Google) The package was sent from Bandung DC since 4 days ago. But the package status still doesn't move. Still in the process of sending to Malang. I don't know where it arrived now. Please repair shopee express service …, The package was sent from Bandung DC since 4 days ago. But the package status still doesn't move. Still in the process of sending to Malang. I don't know where it arrived now. Please repair shopee express service …, The package was sent from Bandung DC since 4 days ago. But the package status still doesn't move. Still in the process of sending to Malang. I don't know where it arrived now. Please repair shopee express service …
773,773,773,2.0,"(Translated by Google) It's really bad that the package delivery hasn't been completed, it's already 2x attempts to send the package, 🙈🙈 …"," It's really bad that the package delivery hasn't been completed, it's already 2x attempts to send the package, 🙈🙈 …"," It's really bad that the package delivery hasn't been completed, it's already 2x attempts to send the package, 🙈🙈 …"
774,774,774,1.0,(Translated by Google) The recipient requests a reschedule. Even though I didn't ask at all ... I didn't contact him either …, The recipient requests a reschedule. Even though I didn't ask at all ... I didn't contact him either …, The recipient requests a reschedule. Even though I didn't ask at all ... I didn't contact him either …
775,775,775,1.0,"(Translated by Google) The status was sent kuri, canceled, sent by courier, canceled. Pokonya NOT REALLY RECOMMENDED Do you know how to use the Shopee Express …"," The status was sent kuri, canceled, sent by courier, canceled. Pokonya NOT REALLY RECOMMENDED Do you know how to use the Shopee Express …"," The status was sent kuri, canceled, sent by courier, canceled. Pokonya NOT REALLY RECOMMENDED Do you know how to use the Shopee Express …"
776,776,776,1.0,,,nan
777,777,777,1.0,,,nan
778,778,778,1.0,"(Translated by Google) Stts when it was received but the package didn't exist ... just take it, but it's a sin for you to take someone's …"," Stts when it was received but the package didn't exist ... just take it, but it's a sin for you to take someone's …"," Stts when it was received but the package didn't exist ... just take it, but it's a sin for you to take someone's …"
779,779,779,1.0,(Translated by Google) The package did not arrive  (Original) Paket tidak sampai, The package did not arrive  (Original, The package did not arrive  
780,780,780,1.0,(Translated by Google) The instant message is written 3 hours until it & amp; # 39; s already 2 days it doesn't arrive even though I have paid dearly. Give up using the Shopee Express service …, The instant message is written 3 hours until it & amp; # 39; s already 2 days it doesn't arrive even though I have paid dearly. Give up using the Shopee Express service …, The instant message is written 3 hours until it & amp; # 39; s already 2 days it doesn't arrive even though I have paid dearly. Give up using the Shopee Express service …
781,781,781,1.0,"(Translated by Google) You don't need to use this shopee express anymore, I regret using this shipping service. very different from the other expeditions I've used. It has been a long time adding that the shipment is not clear, cannot be …"," You don't need to use this shopee express anymore, I regret using this shipping service. very different from the other expeditions I've used. It has been a long time adding that the shipment is not clear, cannot be …"," You don't need to use this shopee express anymore, I regret using this shipping service. very different from the other expeditions I've used. It has been a long time adding that the shipment is not clear, cannot be …"
782,782,782,1.0,(Translated by Google) Very long delivery  (Original) Pengiriman lama banget, Very long delivery  (Original, Very long delivery  
783,783,783,1.0,,,nan
784,784,784,1.0,"(Translated by Google) MANDATORY SELLER, in the application there is only delivery to the counter, uh tricked, the closest one is 30 minutes from my shop 👍 ,, trying to call the counter asking for …"," MANDATORY SELLER, in the application there is only delivery to the counter, uh tricked, the closest one is 30 minutes from my shop 👍 ,, trying to call the counter asking for …"," MANDATORY SELLER, in the application there is only delivery to the counter, uh tricked, the closest one is 30 minutes from my shop 👍 ,, trying to call the counter asking for …"
785,785,785,1.0,"(Translated by Google) the service was really bad, the items arrived long  (Original) …"," the service was really bad, the items arrived long  (Original"," the service was really bad, the items arrived long  "
786,786,786,1.0,(Translated by Google) OLD .. express what's slow like this.  (Original) …, OLD .. express what's slow like this.  (Original, OLD .. express what's slow like this.  
787,787,787,1.0,"(Translated by Google) the delivery took a long time, even though from Friday the contact was already done, but until Monday it hasn't arrived "".. …"," the delivery took a long time, even though from Friday the contact was already done, but until Monday it hasn't arrived "".. …"," the delivery took a long time, even though from Friday the contact was already done, but until Monday it hasn't arrived "".. …"
788,788,788,1.0,,,nan
789,789,789,1.0,"(Translated by Google) My package is not there at all but the scroll has marked the package as received on my husband's name even though the package is not here yet my husband is off work now on Sunday, please help for accountability …"," My package is not there at all but the scroll has marked the package as received on my husband's name even though the package is not here yet my husband is off work now on Sunday, please help for accountability …"," My package is not there at all but the scroll has marked the package as received on my husband's name even though the package is not here yet my husband is off work now on Sunday, please help for accountability …"
790,790,790,5.0,,,nan
791,791,791,1.0,(Translated by Google) My package has been received but I don't know who received it ... he said on behalf of the family member's blessing ... ngaraaang ... send the package at 10 mlm ... can you call first ... something wrong whit this …, My package has been received but I don't know who received it ... he said on behalf of the family member's blessing ... ngaraaang ... send the package at 10 mlm ... can you call first ... something wrong whit this …, My package has been received but I don't know who received it ... he said on behalf of the family member's blessing ... ngaraaang ... send the package at 10 mlm ... can you call first ... something wrong whit this …
792,792,792,1.0,"(Translated by Google) The plyann is very bad, even though the goods are not the same; ( …"," The plyann is very bad, even though the goods are not the same; ( …"," The plyann is very bad, even though the goods are not the same; "
793,793,793,1.0,,,nan
794,794,794,1.0,,,nan
795,795,795,1.0,(Translated by Google) telalulama  (Original) telalulama, telalulama  (Original, telalulama  
796,796,796,1.0,"(Translated by Google) The item didn't arrive, the report was finished  (Original) …"," The item didn't arrive, the report was finished  (Original"," The item didn't arrive, the report was finished  "
797,797,797,1.0,"(Translated by Google) please, if the courier is ready to pay back money for cod. period of defeat sm jnt. it is still better if the courier wants to exchange money to the nearest shop. this is gamu. courier areas rancaekek are not …"," please, if the courier is ready to pay back money for cod. period of defeat sm jnt. it is still better if the courier wants to exchange money to the nearest shop. this is gamu. courier areas rancaekek are not …"," please, if the courier is ready to pay back money for cod. period of defeat sm jnt. it is still better if the courier wants to exchange money to the nearest shop. this is gamu. courier areas rancaekek are not …"
798,798,798,1.0,"(Translated by Google) As people say ""OLD :)  (Original) Sesuai kata orang"" LAMA :)"," As people say ""OLD :"," As people say ""OLD :"
799,799,799,1.0,"(Translated by Google) 081542295265 check the cellphone number of KURIR BEGO chronology I have sent the address along with the share loc But the courier is lazy he told me to take the package pdhl, usually just send it directly to …"," 081542295265 check the cellphone number of KURIR BEGO chronology I have sent the address along with the share loc But the courier is lazy he told me to take the package pdhl, usually just send it directly to …"," 081542295265 check the cellphone number of KURIR BEGO chronology I have sent the address along with the share loc But the courier is lazy he told me to take the package pdhl, usually just send it directly to …"
800,800,800,1.0,,,nan
801,801,801,1.0,(Translated by Google) Long time rich delivery from Germany wrote  (Original) …, Long time rich delivery from Germany wrote  (Original, Long time rich delivery from Germany wrote  
802,802,802,1.0,"(Translated by Google) Where's my package ????? It has been canceled twice by the courier on the grounds of rescheduling by the buyer, what do you mean by rescheduling ???? The courier has no confirmation, just reschedule, if the work is …"," Where's my package ????? It has been canceled twice by the courier on the grounds of rescheduling by the buyer, what do you mean by rescheduling ???? The courier has no confirmation, just reschedule, if the work is …"," Where's my package ????? It has been canceled twice by the courier on the grounds of rescheduling by the buyer, what do you mean by rescheduling ???? The courier has no confirmation, just reschedule, if the work is …"
803,803,803,1.0,(Translated by Google) Too experience so slow jakarta-bandung for 3 days it hasn't arrived too badly !!! …, Too experience so slow jakarta-bandung for 3 days it hasn't arrived too badly !!! …, Too experience so slow jakarta-bandung for 3 days it hasn't arrived too badly !!! …
804,804,804,1.0,,,nan
805,805,805,1.0,"(Translated by Google) It took a long time to arrive and the money was paid off, what about the name shopee expreess but it took a long time, when the goods were delivered to their destination, the name shopee express service should be fast …"," It took a long time to arrive and the money was paid off, what about the name shopee expreess but it took a long time, when the goods were delivered to their destination, the name shopee express service should be fast …"," It took a long time to arrive and the money was paid off, what about the name shopee expreess but it took a long time, when the goods were delivered to their destination, the name shopee express service should be fast …"
806,806,806,2.0,"(Translated by Google) It's been a long time for 5 days of delivery from Tangerang to Bandung, my other messages are using the fast one, but it has arrived even though I ordered on 14 in the morning today on the 15th, I received the goods …"," It's been a long time for 5 days of delivery from Tangerang to Bandung, my other messages are using the fast one, but it has arrived even though I ordered on 14 in the morning today on the 15th, I received the goods …"," It's been a long time for 5 days of delivery from Tangerang to Bandung, my other messages are using the fast one, but it has arrived even though I ordered on 14 in the morning today on the 15th, I received the goods …"
807,807,807,1.0,,,nan
808,808,808,1.0,(Translated by Google) How long has it been contacted by Gabisa  (Original) Ko lama sih dihubungi gabisa, How long has it been contacted by Gabisa  (Original, How long has it been contacted by Gabisa  
809,809,809,1.0,"(Translated by Google) It was really bad at tracking, I was waiting for the delivery to the house, but it didn't arrive until the event was canceled The job is really bad, I don't know what the Courier is doing …"," It was really bad at tracking, I was waiting for the delivery to the house, but it didn't arrive until the event was canceled The job is really bad, I don't know what the Courier is doing …"," It was really bad at tracking, I was waiting for the delivery to the house, but it didn't arrive until the event was canceled The job is really bad, I don't know what the Courier is doing …"
810,810,810,1.0,"(Translated by Google) Delivery time, better use JNT / JNE  (Original) …"," Delivery time, better use JNT / JNE  (Original"," Delivery time, better use JNT / JNE  "
811,811,811,1.0,"(Translated by Google) whether this is an intentional expedition service or not, or maybe the salary is too small for the courier so that the courier is lazy to send it to the destination. What is clear is that my package was taken round …"," whether this is an intentional expedition service or not, or maybe the salary is too small for the courier so that the courier is lazy to send it to the destination. What is clear is that my package was taken round …"," whether this is an intentional expedition service or not, or maybe the salary is too small for the courier so that the courier is lazy to send it to the destination. What is clear is that my package was taken round …"
812,812,812,2.0,"(Translated by Google) It took a long time, even though the area was bdg then sent to Cimahi from the 9th until now on the 14th before the courier appeared too .... hadeuuh where are the urgent items again …"," It took a long time, even though the area was bdg then sent to Cimahi from the 9th until now on the 14th before the courier appeared too .... hadeuuh where are the urgent items again …"," It took a long time, even though the area was bdg then sent to Cimahi from the 9th until now on the 14th before the courier appeared too .... hadeuuh where are the urgent items again …"
813,813,813,1.0,(Translated by Google) What kind of service delivery like this is the worst  (Original) …, What kind of service delivery like this is the worst  (Original, What kind of service delivery like this is the worst  
814,814,814,2.0,Bad,,Bad
815,815,815,1.0,(Translated by Google) It's been a long time since I've had a package  (Original) …, It's been a long time since I've had a package  (Original, It's been a long time since I've had a package  
816,816,816,1.0,(Translated by Google) I was really disappointed that the courier took so long to send …, I was really disappointed that the courier took so long to send …, I was really disappointed that the courier took so long to send …
817,817,817,1.0,"(Translated by Google) The package delivery has not arrived in 2 days ""with the courier ... the reason is not enough time..service is not good …"," The package delivery has not arrived in 2 days ""with the courier ... the reason is not enough time..service is not good …"," The package delivery has not arrived in 2 days ""with the courier ... the reason is not enough time..service is not good …"
818,818,818,1.0,"(Translated by Google) Don't want to use the Xpres shoppe, it's really ugly I swear ... goods from the 10th are being sent by the courier, the night is failing ... then the 11th the package is being sent by the courier at night it fails …"," Don't want to use the Xpres shoppe, it's really ugly I swear ... goods from the 10th are being sent by the courier, the night is failing ... then the 11th the package is being sent by the courier at night it fails …"," Don't want to use the Xpres shoppe, it's really ugly I swear ... goods from the 10th are being sent by the courier, the night is failing ... then the 11th the package is being sent by the courier at night it fails …"
819,819,819,1.0,,,nan
820,820,820,1.0,"(Translated by Google) Very disappointed with Shopee Express Orders have been received boro ""just accept the box or not Don't be like that, we need the package, if all the courier plays, click ""just …"," Very disappointed with Shopee Express Orders have been received boro ""just accept the box or not Don't be like that, we need the package, if all the courier plays, click ""just …"," Very disappointed with Shopee Express Orders have been received boro ""just accept the box or not Don't be like that, we need the package, if all the courier plays, click ""just …"
821,821,821,1.0,"(Translated by Google) how is the delivery Is it true that the courier sent at 23.30? does anyone send at that time? the courier said it was going to shift 3. where were there no calls, you had to stay up late looking for the package. don't …"," how is the delivery Is it true that the courier sent at 23.30? does anyone send at that time? the courier said it was going to shift 3. where were there no calls, you had to stay up late looking for the package. don't …"," how is the delivery Is it true that the courier sent at 23.30? does anyone send at that time? the courier said it was going to shift 3. where were there no calls, you had to stay up late looking for the package. don't …"
822,822,822,5.0,,,nan
823,823,823,1.0,,,nan
824,824,824,1.0,"(Translated by Google) jkt-bdg 4 days haven't arrived, don't recommend👎🏻  (Original) …"," jkt-bdg 4 days haven't arrived, don't recommend👎🏻  (Original"," jkt-bdg 4 days haven't arrived, don't recommend👎🏻  "
825,825,825,1.0,(Translated by Google) BEKASI - BANDUNG. Bekasi today morning to Bandung. 4 days later still stay at HUB BANDUNG. Gatau want to send it when? Estimated 1-3 days even 5 days have not arrived. Complaints …, BEKASI - BANDUNG. Bekasi today morning to Bandung. 4 days later still stay at HUB BANDUNG. Gatau want to send it when? Estimated 1-3 days even 5 days have not arrived. Complaints …, BEKASI - BANDUNG. Bekasi today morning to Bandung. 4 days later still stay at HUB BANDUNG. Gatau want to send it when? Estimated 1-3 days even 5 days have not arrived. Complaints …
826,826,826,1.0,"(Translated by Google) My order said the address was wrong even though it was correct and the courier didn't call at all, usually if you don't know, how do you like to call how really disappointed …"," My order said the address was wrong even though it was correct and the courier didn't call at all, usually if you don't know, how do you like to call how really disappointed …"," My order said the address was wrong even though it was correct and the courier didn't call at all, usually if you don't know, how do you like to call how really disappointed …"
827,827,827,5.0,"(Translated by Google) Now shopee express has changed a lot, the old one is now fast. The courier was already working extraordinarily until late at night. …"," Now shopee express has changed a lot, the old one is now fast. The courier was already working extraordinarily until late at night. …"," Now shopee express has changed a lot, the old one is now fast. The courier was already working extraordinarily until late at night. …"
828,828,828,1.0,(Translated by Google) Parahhhh jkt - bdg 4 days Terua always come crazy late at the courier Express from where …, Parahhhh jkt - bdg 4 days Terua always come crazy late at the courier Express from where …, Parahhhh jkt - bdg 4 days Terua always come crazy late at the courier Express from where …
829,829,829,1.0,(Translated by Google) It took so long to arrive  (Original) Lama banget nyampenya, It took so long to arrive  (Original, It took so long to arrive  
830,830,830,1.0,,,nan
831,831,831,1.0,(Translated by Google) MAKE THE BLOOD HIGH  (Original) BIKIN DARAH TINGGI, MAKE THE BLOOD HIGH  (Original, MAKE THE BLOOD HIGH  
832,832,832,1.0,,,nan
833,833,833,1.0,(Translated by Google) TAK SE-EXPRESS NAMANYA !!!  (Original) TAK SE-EXPRESS NAMANYA!!!, TAK SE-EXPRESS NAMANYA !!!  (Original, TAK SE-EXPRESS NAMANYA !!!  
834,834,834,5.0,(Translated by Google) steady  (Original) mantap, steady  (Original, steady  
835,835,835,1.0,(Translated by Google) Wrong address  (Original) Salah alamat, Wrong address  (Original, Wrong address  
836,836,836,1.0,"(Translated by Google) NYESEL PAKE SHOPEE EXPDERSSS 🖕🖕 JAKARTA BANDUNG 1 WEEK, LU SENDING A FOOT STREET ??? …"," NYESEL PAKE SHOPEE EXPDERSSS 🖕🖕 JAKARTA BANDUNG 1 WEEK, LU SENDING A FOOT STREET ??? …"," NYESEL PAKE SHOPEE EXPDERSSS 🖕🖕 JAKARTA BANDUNG 1 WEEK, LU SENDING A FOOT STREET ??? …"
837,837,837,1.0,"(Translated by Google) No, I can't find an address or what about other expeditions to know the house and if no one is entrusted to the neighbor …"," No, I can't find an address or what about other expeditions to know the house and if no one is entrusted to the neighbor …"," No, I can't find an address or what about other expeditions to know the house and if no one is entrusted to the neighbor …"
838,838,838,1.0,"(Translated by Google) Bodo, anjimmm fake status, not ready to be an expedition, no need to pretend "" an …"," Bodo, anjimmm fake status, not ready to be an expedition, no need to pretend "" an …"," Bodo, anjimmm fake status, not ready to be an expedition, no need to pretend "" an …"
839,839,839,1.0,(Translated by Google) Keep on repairing  (Original) Hrus trus di PERBAIKI, Keep on repairing  (Original, Keep on repairing  
840,840,840,1.0,,,nan
841,841,841,1.0,"(Translated by Google) Courier is unethical !!! lazy, if you are lazy you don't have to work! I just don't want to ask for the address 😔 oh my goodness ... that's an important item ... really disappointed …"," Courier is unethical !!! lazy, if you are lazy you don't have to work! I just don't want to ask for the address 😔 oh my goodness ... that's an important item ... really disappointed …"," Courier is unethical !!! lazy, if you are lazy you don't have to work! I just don't want to ask for the address 😔 oh my goodness ... that's an important item ... really disappointed …"
842,842,842,1.0,,,nan
843,843,843,1.0,"(Translated by Google) Even though 1 city but delivery is up to a week. The information on the package receipt has been sent by the courier from the set hour of 9 am, but at night the package receipt update failed to send because the …"," Even though 1 city but delivery is up to a week. The information on the package receipt has been sent by the courier from the set hour of 9 am, but at night the package receipt update failed to send because the …"," Even though 1 city but delivery is up to a week. The information on the package receipt has been sent by the courier from the set hour of 9 am, but at night the package receipt update failed to send because the …"
844,844,844,1.0,,,nan
845,845,845,1.0,,,nan
846,846,846,5.0,,,nan
847,847,847,1.0,(Translated by Google) The original lama of this junk expedition  (Original) Lama asli ini ekpedisi sampah, The original lama of this junk expedition  (Original, The original lama of this junk expedition  
848,848,848,1.0,(Translated by Google) My order for baby milk ID003324858238 arrived at the Bandung HUB earlier in the evening but until this afternoon it was not delivered. My baby's milk has run out neeeehh !!!!!!!!!! …, My order for baby milk ID003324858238 arrived at the Bandung HUB earlier in the evening but until this afternoon it was not delivered. My baby's milk has run out neeeehh !!!!!!!!!! …, My order for baby milk ID003324858238 arrived at the Bandung HUB earlier in the evening but until this afternoon it was not delivered. My baby's milk has run out neeeehh !!!!!!!!!! …
849,849,849,5.0,"(Translated by Google) Alhamdulillah this has arrived for the 3 day package. It's awkward, Sumedang Regency ... But Panther, sending the fast is okay, easy 😊 …"," Alhamdulillah this has arrived for the 3 day package. It's awkward, Sumedang Regency ... But Panther, sending the fast is okay, easy 😊 …"," Alhamdulillah this has arrived for the 3 day package. It's awkward, Sumedang Regency ... But Panther, sending the fast is okay, easy 😊 …"
850,850,850,1.0,,,nan
851,851,851,1.0,(Translated by Google) Is this the cellphone number or not? My status has been accepted even though I haven't received it yet. Helllooooo ... where did the package go …, Is this the cellphone number or not? My status has been accepted even though I haven't received it yet. Helllooooo ... where did the package go …, Is this the cellphone number or not? My status has been accepted even though I haven't received it yet. Helllooooo ... where did the package go …
852,852,852,4.0,,,nan
853,853,853,5.0,(Translated by Google) It's cool ... even if I don't work there  (Original) …, It's cool ... even if I don't work there  (Original, It's cool ... even if I don't work there  
854,854,854,1.0,(Translated by Google) purple material  (Original) lila anyg, purple material  (Original, purple material  
855,855,855,5.0,,,nan
